Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Planet_Radius,Planet_Mass,Tday,Temp_equilibrium,log10g_p,Period,Transit_Duration,K_mag,Distance,Temp_stellar_eff,log10g_s,Transit_Flag,Catalog_Name
Kepler-798 b,0.0,0.0,0.005,0.21,0.018395,1175.0,988.0,3.002,13.7193,5.5426,12.8,1085.0,6224.0,4.29,True,exoplanets.org
Kepler-799 b,0.0,0.0,0.013,0.61,0.13484,443.0,372.0,2.948,133.4605,11.611,13.5,1029.0,5681.0,4.49,True,exoplanets.org
Kepler-7 b,0.082,0.063,0.1,1.48,0.437758,1849.0,1555.0,2.698,4.8855,5.1928,11.5,,5933.0,3.98,True,exoplanets.org
Kepler-84 e,0.0,0.0,0.004,0.23,0.020891,885.0,744.0,2.983,27.4344,5.121,13.2,,6031.0,4.323,True,exoplanets.org
Kepler-800 b,0.0,0.0,0.006,0.25,0.024362,837.0,704.0,2.971,14.1318,3.8539,13.9,1049.0,5315.0,4.55,True,exoplanets.org
Kepler-801 b,0.0,0.0,0.008,0.18,0.014734,684.0,575.0,3.062,11.4193,3.9867,12.8,419.0,4435.0,4.66,True,exoplanets.org
Kepler-802 b,0.0,0.0,0.008,0.32,0.038303,633.0,532.0,2.978,40.0587,5.533,13.1,828.0,5507.0,4.5,True,exoplanets.org
Kepler-80 b,,,,0.24,0.022236,840.0,706.0,2.977,7.053,,12.3,,4613.0,4.67,True,exoplanets.org
Kepler-803 b,0.0,0.0,0.011,0.34,0.045061,689.0,580.0,2.99,50.2864,6.3668,12.0,615.0,5919.0,4.36,True,exoplanets.org
Kepler-804 b,0.0,0.0,0.006,0.17,0.014292,1002.0,843.0,3.073,14.3746,4.782,12.2,648.0,5817.0,4.4,True,exoplanets.org
Kepler-804 c,0.0,0.0,0.004,0.1,0.004689,1144.0,962.0,3.048,9.6519,4.457,12.2,648.0,5817.0,4.4,True,exoplanets.org
Kepler-84 f,0.0,0.0,0.003,0.2,0.01651,753.0,633.0,3.026,44.5522,5.86,13.2,,6031.0,4.323,True,exoplanets.org
Kepler-805 b,0.0,0.001,0.009,0.26,0.025066,996.0,837.0,2.97,30.8639,8.4209,11.2,657.0,6112.0,4.08,True,exoplanets.org
Kepler-806 b,0.0,0.001,0.01,0.1,0.004689,1270.0,1068.0,3.048,8.0922,5.455,10.1,260.0,5770.0,4.3,True,exoplanets.org
Kepler-807 b,0.0,0.0,0.006,0.93,0.564429,509.0,428.0,3.209,117.9311,5.8091,13.7,1312.0,5965.0,4.41,True,exoplanets.org
Kepler-80 c,,,,0.25,0.022,760.0,639.0,2.927,9.522,,12.3,,4613.0,4.67,True,exoplanets.org
Kepler-808 b,0.004,0.002,0.008,0.13,0.010712,1959.0,1647.0,3.196,0.6313,1.1076,11.9,321.0,4653.0,4.62,True,exoplanets.org
Kepler-809 b,0.0,0.0,0.006,0.27,0.027126,610.0,513.0,2.968,55.6393,7.1189,13.2,933.0,5734.0,4.45,True,exoplanets.org
Kepler-80 f,0.001,0.001,0.008,0.11,0.006093,1603.0,1348.0,3.096,0.9868,1.4007,12.3,0.0,4613.0,4.69,True,exoplanets.org
KOI 1271.01,0.0,0.001,0.006,1.03,1.0,569.0,478.0,3.37,162.048,9.8974,12.3,,6309.0,4.16,True,exoplanets.org
Kepler-810 b,0.0,0.0,0.003,0.17,0.014205,1450.0,1219.0,3.076,4.5973,2.8229,14.2,1554.0,5803.0,4.42,True,exoplanets.org
Kepler-811 b,0.0,0.0,0.006,0.24,0.022236,912.0,767.0,2.977,23.5845,5.4641,12.5,847.0,5747.0,4.25,True,exoplanets.org
Kepler-812 b,0.001,0.001,0.006,0.32,0.038588,1573.0,1323.0,2.979,10.1172,4.939,12.8,1482.0,6761.0,4.13,True,exoplanets.org
Kepler-81 b,,,,0.22,0.018763,842.0,708.0,2.999,5.955,,12.4,,4500.0,4.7,True,exoplanets.org
Kepler-813 b,0.0,0.0,0.004,0.19,0.01597,855.0,719.0,3.035,19.1295,3.757,13.1,840.0,5743.0,4.48,True,exoplanets.org
Kepler-814 b,0.0,0.0,0.004,0.19,0.015771,1486.0,1250.0,3.039,6.147,3.3919,13.4,1327.0,6162.0,4.33,True,exoplanets.org
Kepler-815 b,0.003,0.002,0.005,0.37,0.055479,1792.0,1507.0,3.009,8.575,8.545,11.2,1199.0,5028.0,3.46,True,exoplanets.org
Kepler-82 e,0.0,0.001,0.005,0.22,0.019315,1196.0,1005.0,2.994,5.9022,2.827,13.5,,5428.0,4.466,True,exoplanets.org
Kepler-816 b,0.0,0.007,0.008,0.91,0.880048,927.0,780.0,3.417,10.5068,3.7432,13.9,1059.0,5286.0,4.54,True,exoplanets.org
Kepler-817 b,0.006,0.009,0.008,0.81,0.500877,1528.0,1285.0,3.281,3.9901,2.4269,14.0,1401.0,5861.0,4.42,True,exoplanets.org
Kepler-818 b,0.0,0.002,0.011,0.46,0.086773,1037.0,872.0,3.015,10.0354,3.4185,13.4,967.0,5638.0,4.49,True,exoplanets.org
Kepler-81 c,,,,0.21,0.018155,666.0,560.0,3.005,12.04,,12.4,,4500.0,4.7,True,exoplanets.org
Kepler-819 b,0.0,0.0,0.007,0.25,0.023026,621.0,522.0,2.975,33.1996,5.0135,13.2,722.0,5279.0,4.55,True,exoplanets.org
Kepler-820 b,0.0,0.0,0.009,0.54,0.124338,573.0,482.0,3.019,127.8338,10.8773,12.5,989.0,6260.0,4.25,True,exoplanets.org
Kepler-821 b,0.0,0.001,0.004,0.12,0.007523,1574.0,1323.0,3.134,1.9228,1.9191,12.9,619.0,5191.0,4.56,True,exoplanets.org
Kepler-83 c,,,,0.21,0.018155,587.0,493.0,3.005,20.09,,12.9,,4648.0,4.69,True,exoplanets.org
Kepler-822 b,0.001,0.001,0.004,0.16,0.013058,1691.0,1422.0,3.113,3.223,2.8575,13.1,956.0,5928.0,4.4,True,exoplanets.org
Kepler-823 b,0.0,0.0,0.003,0.14,0.011725,1411.0,1187.0,3.171,4.1681,2.723,13.2,896.0,5643.0,4.47,True,exoplanets.org
Kepler-824 b,0.0,0.0,0.003,0.17,0.013782,1613.0,1357.0,3.088,4.5144,2.9561,13.4,1352.0,6035.0,4.32,True,exoplanets.org
KOI 126.02,0.0,0.0,0.001,0.07,0.001032,3273.0,2752.0,2.78,0.8752,0.052,11.6,,5855.0,3.999,True,exoplanets.org
Kepler-825 b,0.0,0.0,0.003,0.14,0.012426,1625.0,1367.0,3.221,3.7736,2.6854,12.7,820.0,5976.0,4.39,True,exoplanets.org
Kepler-825 c,0.0,0.0,0.004,0.16,0.013536,1256.0,1056.0,3.096,8.1818,2.4596,12.7,820.0,5976.0,4.39,True,exoplanets.org
Kepler-826 b,0.0,0.0,0.004,0.11,0.006482,1605.0,1350.0,3.107,4.4876,2.8308,12.0,649.0,6079.0,4.34,True,exoplanets.org
Kepler-82 b,,,,0.36,0.051796,739.0,622.0,3.003,26.444,,13.5,,5512.0,4.49,True,exoplanets.org
Kepler-827 b,0.0,0.0,0.006,0.5,0.105771,594.0,499.0,3.017,51.9293,5.3083,14.2,1352.0,5602.0,4.5,True,exoplanets.org
Kepler-828 b,0.003,0.001,0.004,0.14,0.01213,2264.0,1904.0,3.217,0.5679,0.9869,13.0,625.0,5039.0,4.58,True,exoplanets.org
Kepler-829 b,0.0,0.0,0.004,0.19,0.015673,1212.0,1019.0,3.041,6.8834,2.2442,13.3,954.0,5698.0,4.46,True,exoplanets.org
Kepler-82 c,,,,0.48,0.095206,592.0,498.0,3.016,51.538,,13.5,,5512.0,4.49,True,exoplanets.org
Kepler-830 b,0.0,0.0,0.003,0.15,0.012598,1148.0,965.0,3.131,11.297,4.583,13.3,1122.0,6037.0,4.38,True,exoplanets.org
Kepler-831 b,0.0,0.0,0.004,0.11,0.006682,1302.0,1095.0,3.113,5.6215,2.3638,12.2,577.0,5732.0,4.46,True,exoplanets.org
Kepler-832 b,0.0,0.0,0.004,0.18,0.015288,1145.0,963.0,3.049,7.1397,3.929,14.2,1346.0,5596.0,4.5,True,exoplanets.org
Kepler-83 b,,,,0.25,0.02402,746.0,627.0,2.972,9.77,,12.9,,4648.0,4.69,True,exoplanets.org
Kepler-833 b,0.0,0.0,0.006,0.18,0.014916,567.0,477.0,3.057,18.7547,3.0681,12.9,421.0,4339.0,4.67,True,exoplanets.org
Kepler-834 b,0.0,0.0,0.005,0.18,0.014916,678.0,570.0,3.057,13.3239,3.2768,13.5,620.0,4554.0,4.64,True,exoplanets.org
Kepler-835 b,0.0,0.0,0.003,0.25,0.023516,1126.0,947.0,2.973,11.4191,4.3819,14.6,2011.0,5954.0,4.38,True,exoplanets.org
KOI 1261.02,0.0,0.0,0.003,0.33,0.044494,1161.0,976.0,3.008,15.1942,3.106,13.5,,5588.0,4.047,True,exoplanets.org
Kepler-836 b,0.0,0.001,0.007,0.24,0.022706,1090.0,916.0,2.976,11.3611,4.2053,13.2,1003.0,5895.0,4.41,True,exoplanets.org
Kepler-837 b,0.0,0.0,0.005,0.23,0.020335,803.0,675.0,2.987,16.5606,2.2611,13.5,846.0,5403.0,4.56,True,exoplanets.org
Kepler-838 b,0.0,0.0,0.005,0.24,0.022706,927.0,779.0,2.976,15.7496,4.6942,13.8,1210.0,5770.0,4.46,True,exoplanets.org
Kepler-85 e,0.0,0.0,0.002,0.11,0.006744,717.0,603.0,3.115,25.2168,4.083,13.1,,5436.0,4.494,True,exoplanets.org
Kepler-839 b,0.0,0.0,0.006,0.23,0.020474,818.0,688.0,2.986,37.8145,8.5785,12.3,833.0,6058.0,4.29,True,exoplanets.org
Kepler-840 b,0.139,0.111,0.08,1.52,1.0,1828.0,1537.0,3.029,2.4958,4.2624,12.6,778.0,5920.0,4.41,True,exoplanets.org
Kepler-841 b,0.0,0.0,0.005,0.47,0.09114,404.0,340.0,3.015,124.4198,3.6612,13.9,1052.0,5324.0,4.56,True,exoplanets.org
KOI 1276.01,0.0,0.0,0.005,0.23,0.021217,825.0,693.0,3.0,22.7902,5.0394,13.1,,5478.0,4.354,True,exoplanets.org
Kepler-842 b,0.001,0.001,0.006,0.14,0.011938,1655.0,1391.0,3.16,1.2196,1.5672,12.9,552.0,4848.0,4.6,True,exoplanets.org
Kepler-843 b,0.002,0.001,0.006,0.23,0.020755,1900.0,1597.0,2.984,2.0539,2.1809,13.7,1247.0,5830.0,4.42,True,exoplanets.org
Kepler-844 b,0.0,0.001,0.006,0.15,0.012449,1012.0,851.0,3.137,2.613,1.9296,13.1,394.0,4128.0,4.7,True,exoplanets.org
Kepler-84 b,,,,0.2,0.017236,1370.0,1152.0,3.016,8.726,,13.2,,5755.0,4.13,True,exoplanets.org
Kepler-845 b,0.004,0.002,0.011,0.18,0.0151,1858.0,1562.0,3.053,0.9279,1.4398,12.5,471.0,4913.0,4.59,True,exoplanets.org
Kepler-846 b,0.0,0.0,0.004,0.22,0.019398,814.0,684.0,2.993,19.8079,3.5239,14.0,1233.0,5579.0,4.5,True,exoplanets.org
Kepler-847 b,0.0,0.0,0.005,0.1,0.005187,1378.0,1159.0,3.067,2.3432,2.0391,12.7,529.0,4940.0,4.58,True,exoplanets.org
Kepler-84 c,,,,0.21,0.096,1203.0,1012.0,3.712,12.883,,13.2,,5755.0,4.13,True,exoplanets.org
Kepler-848 b,0.0,0.001,0.004,0.15,0.012598,1339.0,1126.0,3.131,6.9113,5.6555,12.4,797.0,5695.0,4.28,True,exoplanets.org
Kepler-849 b,0.0,0.0,0.014,0.64,0.149499,418.0,352.0,2.961,394.6245,23.9917,11.5,747.0,6059.0,4.1,True,exoplanets.org
Kepler-850 b,0.0,0.0,0.002,0.16,0.013136,1301.0,1094.0,3.11,7.193,3.4351,14.0,1535.0,5932.0,4.39,True,exoplanets.org
Kepler-85 d,0.0,0.0,0.003,0.11,0.005548,804.0,676.0,3.079,17.9132,4.51,13.1,,5436.0,4.494,True,exoplanets.org
Kepler-851 b,0.0,0.0,0.003,0.15,0.012449,1029.0,865.0,3.137,8.507,3.0259,13.4,869.0,5455.0,4.53,True,exoplanets.org
Kepler-852 b,0.0,0.0,0.005,0.23,0.020198,735.0,618.0,2.987,44.931,6.498,12.6,854.0,6100.0,4.38,True,exoplanets.org
Kepler-853 b,0.001,0.001,0.005,0.15,0.012523,1607.0,1351.0,3.134,7.1689,4.5907,11.2,610.0,6350.0,4.17,True,exoplanets.org
Kepler-85 b,,,,0.18,0.014555,1256.0,1056.0,3.066,8.306,,13.1,,5497.0,4.22,True,exoplanets.org
Kepler-854 b,0.233,0.118,0.076,1.49,1.0,2154.0,1811.0,3.047,2.1446,3.9028,12.0,741.0,6179.0,4.29,True,exoplanets.org
Kepler-855 b,0.002,0.009,0.014,0.74,0.372141,1212.0,1019.0,3.221,7.8866,5.2191,13.3,1043.0,5835.0,4.42,True,exoplanets.org
Kepler-856 b,0.001,0.007,0.008,0.83,0.564251,1099.0,924.0,3.308,8.0277,3.1401,13.9,1175.0,5535.0,4.49,True,exoplanets.org
KOI 1404.02,0.0,0.0,0.005,0.08,0.001915,437.0,368.0,2.897,18.9061,4.125,13.5,,3751.0,4.813,True,exoplanets.org
Kepler-857 b,0.0,0.0,0.011,0.61,0.130623,535.0,450.0,2.944,85.3513,6.7568,13.4,1039.0,5773.0,4.45,True,exoplanets.org
Kepler-858 b,0.0,0.001,0.028,0.43,0.078369,525.0,441.0,3.013,76.136,7.9602,10.9,296.0,5653.0,4.5,True,exoplanets.org
Kepler-859 b,0.0,0.0,0.006,0.28,0.028539,684.0,575.0,2.968,20.3818,3.7429,13.9,915.0,5020.0,4.59,True,exoplanets.org
Kepler-277 b,,,,0.28,0.030736,1202.0,1010.0,,17.324,8.045,12.0,1004.92,5946.0,4.03,True,exoplanets.org
Kepler-860 b,0.001,0.001,0.006,0.29,0.031384,1420.0,1194.0,2.969,5.1014,2.5932,13.8,1295.0,5836.0,4.4,True,exoplanets.org
Kepler-861 b,0.0,0.001,0.005,0.2,0.017236,1193.0,1004.0,3.016,3.9496,1.5788,13.5,806.0,5047.0,4.58,True,exoplanets.org
Kepler-862 b,0.0,0.001,0.006,0.2,0.016586,1395.0,1173.0,3.025,3.1487,2.1794,13.3,806.0,5333.0,4.54,True,exoplanets.org
Kepler-87 b,,,,1.21,1.02004,627.0,527.0,3.237,114.7364,,13.0,,5600.0,3.96,True,exoplanets.org
Kepler-863 b,0.0,0.0,0.006,0.26,0.025245,913.0,768.0,2.97,15.5946,5.0872,13.7,1145.0,5678.0,4.46,True,exoplanets.org
Kepler-864 b,0.0,0.001,0.004,0.21,0.018517,1309.0,1101.0,3.001,5.8338,3.8589,14.2,1573.0,5754.0,4.44,True,exoplanets.org
Kepler-865 b,0.0,0.001,0.008,0.22,0.019529,915.0,770.0,2.992,14.164,4.3241,12.7,664.0,5570.0,4.49,True,exoplanets.org
Kepler-277 c,,,,0.28,0.030532,969.0,815.0,,33.006,7.118,12.0,1004.92,5946.0,4.03,True,exoplanets.org
Kepler-866 b,0.0,0.001,0.004,0.14,0.012082,1248.0,1049.0,3.154,2.617,2.0451,13.5,690.0,4751.0,4.62,True,exoplanets.org
Kepler-867 b,0.0,0.0,0.009,0.41,0.071111,413.0,347.0,3.012,150.2421,10.979,13.1,824.0,5541.0,4.49,True,exoplanets.org
Kepler-868 b,0.0,0.0,0.004,0.18,0.015194,1281.0,1077.0,3.051,5.0325,3.3066,14.1,1269.0,5614.0,4.51,True,exoplanets.org
KOI 1208.01,0.0,0.0,0.008,0.57,0.118596,310.0,261.0,2.951,700.003,7.6525,12.4,,6487.0,4.397,True,exoplanets.org
Kepler-869 b,0.0,0.0,0.008,0.32,0.040041,662.0,557.0,2.981,40.4288,7.553,13.4,957.0,5664.0,4.47,True,exoplanets.org
Kepler-870 b,0.0,0.0,0.005,0.25,0.023351,871.0,733.0,2.974,21.3588,5.905,13.7,1231.0,5857.0,4.43,True,exoplanets.org
Kepler-871 b,0.0,0.0,0.004,0.33,0.043752,918.0,772.0,2.988,22.0459,5.0592,14.2,1695.0,5993.0,4.37,True,exoplanets.org
KOI 1278.01,0.0,0.0,0.004,0.19,0.01657,764.0,643.0,3.044,24.8057,6.148,13.7,,5600.0,4.455,True,exoplanets.org
Kepler-872 b,0.001,0.001,0.004,0.18,0.014734,1817.0,1527.0,3.062,2.5789,2.3296,13.4,1114.0,5902.0,4.4,True,exoplanets.org
Kepler-873 b,0.0,0.001,0.005,0.34,0.044076,1010.0,849.0,2.988,20.5534,5.0988,13.4,1397.0,6163.0,4.29,True,exoplanets.org
Kepler-874 b,0.0,0.0,0.007,0.35,0.049939,755.0,635.0,3.0,40.0687,6.0815,13.1,1072.0,6020.0,4.37,True,exoplanets.org
KOI 1236.01,0.0,0.001,0.008,0.49,0.104256,1006.0,846.0,3.035,35.7354,8.491,12.5,,6366.0,4.045,True,exoplanets.org
Kepler-875 b,0.0,0.0,0.005,0.26,0.025245,843.0,709.0,2.97,27.5074,5.239,13.6,1244.0,5958.0,4.38,True,exoplanets.org
Kepler-876 b,0.0,0.0,0.003,0.13,0.010175,1091.0,917.0,3.187,5.1444,2.7192,13.4,735.0,5060.0,4.58,True,exoplanets.org
Kepler-877 b,0.0,0.0,0.006,0.19,0.015771,754.0,634.0,3.039,18.4585,3.3077,12.7,572.0,5261.0,4.56,True,exoplanets.org
Kepler-89 e,,,,0.6,0.040902,791.0,665.0,2.453,54.3203,,10.9,,6182.0,4.181,True,exoplanets.org
Kepler-878 b,0.0,0.0,0.005,0.17,0.014205,634.0,533.0,3.076,25.9422,4.0442,12.8,567.0,5044.0,4.58,True,exoplanets.org
Kepler-879 b,0.0,0.0,0.006,0.23,0.020474,741.0,623.0,2.986,33.3856,5.0514,12.7,772.0,5792.0,4.42,True,exoplanets.org
Kepler-880 b,0.001,0.001,0.01,0.24,0.021628,1735.0,1459.0,2.98,7.7147,4.2955,11.0,673.0,6761.0,4.12,True,exoplanets.org
KOI 1236.03,0.0,0.0,0.01,0.29,0.031995,746.0,627.0,2.988,54.4205,8.559,12.5,,6781.0,4.422,True,exoplanets.org
Kepler-881 b,0.0,0.0,0.003,0.16,0.013136,1535.0,1291.0,3.11,4.4445,3.3504,13.7,1364.0,5961.0,4.39,True,exoplanets.org
Kepler-882 b,0.0,0.0,0.004,0.11,0.006093,1342.0,1128.0,3.096,3.9895,1.5403,12.3,525.0,5476.0,4.52,True,exoplanets.org
Kepler-883 b,0.0,0.0,0.005,0.16,0.013136,1102.0,926.0,3.11,12.985,3.4569,11.8,549.0,6116.0,4.4,True,exoplanets.org
Kepler-89 c,,,,0.39,0.029576,1372.0,1153.0,2.675,10.4236,,10.9,,6182.0,4.181,True,exoplanets.org
Kepler-884 b,0.0,0.0,0.005,0.11,0.006093,1270.0,1068.0,3.096,5.6992,2.3878,11.5,420.0,5715.0,4.49,True,exoplanets.org
Kepler-885 b,0.0,0.001,0.008,0.22,0.01966,1086.0,913.0,2.991,18.1147,5.2269,11.5,632.0,6187.0,4.26,True,exoplanets.org
Kepler-886 b,0.0,0.0,0.003,0.14,0.012426,1438.0,1209.0,3.221,6.2415,3.0771,12.6,857.0,6098.0,4.35,True,exoplanets.org
KOI 1239.01,0.004,0.001,0.004,0.18,0.014956,2796.0,2351.0,3.075,0.7833,1.6735,13.5,,5640.0,4.247,True,exoplanets.org
Kepler-887 b,0.0,0.0,0.004,0.16,0.013536,1024.0,861.0,3.096,20.4223,6.192,12.2,831.0,6194.0,4.29,True,exoplanets.org
Kepler-887 c,0.0,0.0,0.003,0.1,0.00453,1421.0,1195.0,3.042,7.6385,3.971,12.2,831.0,6194.0,4.29,True,exoplanets.org
Kepler-888 b,0.0,0.0,0.006,0.16,0.01298,555.0,466.0,3.116,70.6979,6.624,11.6,413.0,5875.0,4.52,True,exoplanets.org
KOI 1239.02,0.001,0.001,0.003,0.19,0.015916,1752.0,1474.0,3.055,3.1741,2.3156,13.5,,5640.0,4.247,True,exoplanets.org
Kepler-889 b,0.0,0.0,0.005,0.1,0.003929,1719.0,1446.0,3.015,3.7444,2.9492,11.3,513.0,5961.0,4.3,True,exoplanets.org
Kepler-890 b,0.0,0.001,0.01,0.79,0.294675,681.0,573.0,3.065,52.7588,6.6068,13.7,1387.0,5954.0,4.37,True,exoplanets.org
Kepler-891 b,0.0,0.0,0.008,0.57,0.11109,656.0,551.0,2.925,53.4495,5.3228,13.8,1372.0,5887.0,4.41,True,exoplanets.org
KOI 1246.01,0.0,0.001,0.002,0.51,0.115134,1366.0,1149.0,3.037,19.0372,3.3882,13.4,,5248.0,3.523,True,exoplanets.org
Kepler-892 b,0.0,0.0,0.007,0.25,0.02385,722.0,607.0,2.972,13.7521,2.7024,13.3,640.0,4747.0,4.61,True,exoplanets.org
Kepler-893 b,0.0,0.001,0.007,0.27,0.027323,1281.0,1077.0,2.968,6.3386,3.2833,13.7,1216.0,5820.0,4.45,True,exoplanets.org
Kepler-894 b,0.0,0.001,0.007,0.25,0.023351,1011.0,851.0,2.974,9.8032,4.4934,13.8,1090.0,5603.0,4.53,True,exoplanets.org
Kepler-895 b,0.0,0.0,0.004,0.14,0.011515,1051.0,884.0,3.182,2.8062,1.717,13.4,516.0,4315.0,4.67,True,exoplanets.org
Kepler-896 b,0.0,0.0,0.005,0.23,0.020062,380.0,320.0,2.988,144.5474,14.9621,13.7,896.0,5262.0,4.56,True,exoplanets.org
Kepler-897 b,0.0,0.001,0.006,0.21,0.018395,1211.0,1018.0,3.002,8.0473,4.512,13.5,1147.0,5839.0,4.41,True,exoplanets.org
Kepler-89 b,,,,0.16,0.028735,1930.0,1623.0,3.467,3.7432,,10.9,,6182.0,4.181,True,exoplanets.org
Kepler-898 b,0.0,0.0,0.003,0.13,0.011549,811.0,682.0,3.209,5.8706,2.4983,13.2,479.0,4223.0,4.66,True,exoplanets.org
Kepler-899 b,0.0,0.0,0.006,0.24,0.021929,826.0,695.0,2.978,19.1789,5.208,13.6,1038.0,5595.0,4.49,True,exoplanets.org
Kepler-8 b,0.082,0.053,0.06,1.42,0.585742,1973.0,1659.0,2.86,3.5225,3.2094,12.3,1330.0,6213.0,4.174,True,exoplanets.org
KOI 1192.01,0.0,0.0,1.041,5.16,1.0,220.0,185.0,1.969,1295.3622,28.297,12.5,,5609.0,4.346,True,exoplanets.org
Kepler-900 b,0.0,0.001,0.007,0.19,0.015479,922.0,775.0,3.045,6.9913,2.2124,12.7,505.0,4836.0,4.6,True,exoplanets.org
Kepler-901 b,0.0,0.001,0.007,0.12,0.008666,929.0,781.0,3.159,3.5175,1.4847,11.9,241.0,4184.0,4.7,True,exoplanets.org
Kepler-902 b,0.0,0.0,0.005,0.23,0.020198,657.0,552.0,2.987,40.11,5.1836,13.3,904.0,5647.0,4.49,True,exoplanets.org
KOI 1193.01,0.0,0.0,0.006,0.93,0.622732,476.0,401.0,3.254,119.0625,3.1188,13.5,,5697.0,4.392,True,exoplanets.org
Kepler-903 b,0.0,0.001,0.006,0.18,0.014824,1055.0,887.0,3.059,10.3508,6.565,13.0,829.0,5682.0,4.46,True,exoplanets.org
Kepler-903 c,0.0,0.0,0.007,0.23,0.020062,578.0,486.0,2.988,62.9229,11.298,13.0,829.0,5682.0,4.46,True,exoplanets.org
Kepler-904 b,0.001,0.001,0.003,0.16,0.013058,1903.0,1600.0,3.113,3.0217,2.7581,13.0,1151.0,6160.0,4.31,True,exoplanets.org
KOI 1194.03,0.0,0.0,0.004,0.11,0.0065,902.0,759.0,3.126,4.1763,2.335,13.4,,4362.0,4.722,True,exoplanets.org
Kepler-905 b,0.0,0.0,0.004,0.13,0.009655,1216.0,1023.0,3.178,5.0827,1.7354,12.3,521.0,5461.0,4.55,True,exoplanets.org
Kepler-906 b,0.0,0.0,0.005,0.19,0.015673,713.0,599.0,3.041,41.698,5.6754,12.6,758.0,6035.0,4.45,True,exoplanets.org
Kepler-907 b,0.0,0.0,0.005,0.11,0.005538,1154.0,970.0,3.079,15.8662,4.1503,10.3,352.0,6106.0,4.19,True,exoplanets.org
Kepler-908 b,0.003,0.001,0.011,0.11,0.005904,2307.0,1940.0,3.091,1.3406,1.6085,10.0,250.0,5973.0,4.38,True,exoplanets.org
Kepler-909 b,0.0,0.0,0.005,0.13,0.010987,1131.0,951.0,3.201,13.9329,2.5119,10.3,318.0,6154.0,4.33,True,exoplanets.org
Kepler-910 b,0.001,0.0,0.009,0.07,0.00143,2256.0,1897.0,2.823,2.3644,3.2852,10.3,402.0,6230.0,4.19,True,exoplanets.org
KOI 1201.01,0.0,0.0,0.006,0.09,0.003261,799.0,672.0,2.998,2.7576,0.9267,12.6,,3683.0,4.84,True,exoplanets.org
Kepler-911 b,0.0,0.001,0.008,0.23,0.020897,1232.0,1036.0,2.983,20.3105,5.3585,10.5,567.0,6112.0,3.97,True,exoplanets.org
Kepler-912 b,0.002,0.002,0.009,0.25,0.023683,1876.0,1578.0,2.973,2.5348,4.4149,13.6,1265.0,5998.0,4.37,True,exoplanets.org
Kepler-913 b,0.0,0.0,0.006,0.18,0.015288,744.0,626.0,3.049,10.2967,2.7238,13.5,597.0,4687.0,4.67,True,exoplanets.org
KOI 1203.01,0.0,0.0,0.006,0.33,0.044793,732.0,616.0,3.008,31.8841,6.122,13.8,,5779.0,4.477,True,exoplanets.org
Kepler-914 b,0.0,0.0,0.003,0.12,0.008907,1549.0,1302.0,3.164,4.4097,2.1066,12.1,678.0,5877.0,4.36,True,exoplanets.org
Kepler-915 b,0.0,0.0,0.003,0.13,0.011837,1730.0,1455.0,3.213,4.5949,2.8531,12.0,806.0,6173.0,4.24,True,exoplanets.org
Kepler-916 b,0.0,0.0,0.003,0.16,0.01298,624.0,525.0,3.116,32.2969,4.6169,13.3,769.0,5248.0,4.56,True,exoplanets.org
KOI 116.04,0.0,0.0,0.004,0.12,0.008055,844.0,709.0,3.165,23.9801,5.351,11.4,,5854.0,4.406,True,exoplanets.org
Kepler-917 b,0.0,0.001,0.004,0.17,0.014034,1396.0,1174.0,3.08,2.9704,2.2161,14.0,1027.0,5418.0,4.58,True,exoplanets.org
Kepler-918 b,0.0,0.0,0.002,0.15,0.012826,1530.0,1286.0,3.122,4.8539,2.7989,13.6,1245.0,6028.0,4.37,True,exoplanets.org
Kepler-919 b,0.0,0.0,0.004,0.2,0.017015,1208.0,1016.0,3.019,11.046,4.799,13.3,1219.0,6113.0,4.33,True,exoplanets.org
KOI 1154.01,0.26,0.153,0.189,2.32,1.0,2115.0,1779.0,2.661,6.8108,7.9857,11.5,,7226.0,3.967,True,exoplanets.org
Kepler-920 b,0.0,0.001,0.006,0.22,0.018763,1112.0,935.0,2.999,6.5319,3.1164,13.5,926.0,5403.0,4.54,True,exoplanets.org
Kepler-920 c,0.0,0.0,0.007,0.34,0.045394,447.0,376.0,2.991,100.8274,8.281,13.5,926.0,5403.0,4.54,True,exoplanets.org
Kepler-921 b,0.0,0.0,0.007,0.26,0.024711,603.0,507.0,2.971,51.3006,6.9871,13.2,847.0,5663.0,4.5,True,exoplanets.org
KOI 1165.01,0.0,0.001,0.007,0.21,0.018648,1091.0,918.0,3.018,7.0539,1.7244,12.3,,5357.0,4.498,True,exoplanets.org
Kepler-922 b,0.003,0.001,0.005,0.13,0.009913,2307.0,1940.0,3.183,0.9385,1.271,12.2,558.0,5671.0,4.48,True,exoplanets.org
Kepler-923 b,0.0,0.0,0.003,0.12,0.008907,1418.0,1193.0,3.164,6.9337,4.3219,12.7,966.0,5988.0,4.28,True,exoplanets.org
Kepler-924 b,0.0,0.0,0.006,0.27,0.028127,696.0,585.0,2.968,61.037,8.851,12.7,995.0,6167.0,4.32,True,exoplanets.org
Kepler-93 b,,,,0.13,0.008149,1349.0,1134.0,3.051,4.7267,,8.4,,5669.0,4.468,True,exoplanets.org
